OBJECTID,name,dam_name,district,dist_sym,division,div_sym,dry,dist_to_infest_km,surface_area_km,connectivity,num_connections,perc_open_water_25mi,perc_perennial_snowice_25mi,perc_dev_openspace_25mi,perc_dev_lowintensity_25mi,perc_dev_medintensity_25mi,perc_dev_highintensity_25mi,perc_barren_25mi,perc_forest_25mi,perc_shrubscrub_25mi,perc_herbaceous_25mi,perc_haypasture_25mi,perc_crops_25mi,perc_wetland_25mi,perc_open_water_50mi,perc_perennial_snowice_50mi,perc_dev_openspace_50mi,perc_dev_lowintensity_50mi,perc_dev_medintensity_50mi,perc_dev_highintensity_50mi,perc_barren_50mi,perc_forest_50mi,perc_shrubscrub_50mi,perc_herbaceous_50mi,perc_haypasture_50mi,perc_crops_50mi,perc_wetland_50mi,mean_elev_m,mean_slope,perc_alluvial_25mi,perc_eolian_25mi,perc_glacial_glaciofluvial_25mi,perc_colluvial_25mi,perc_organic_rich_25mi,perc_proglacial_25mi,perc_resid_volcanic_art_wat_25mi,hardness_range,min_hardness,max_hardness,surface_ar,winter_total_precip,spring_total_precip,summer_total_precip,fall_total_precip,winter_mean_temp,spring_mean_temp,summer_mean_temp,fall_mean_temp,winter_min_temp,spring_min_temp,summer_min_temp,fall_min_temp,winter_max_temp,spring_max_temp,summer_max_temp,fall_max_temp,winter_mean_dewp,spring_mean_dewp,summer_mean_dewp,fall_mean_dewp,winter_min_vpd,spring_min_vpd,summer_min_vpd,fall_min_vpd,winter_max_vpd,spring_max_vpd,summer_max_vpd,fall_max_vpd,mean_ndci_fall,mean_ndci_spring,mean_ndci_summer,mean_ndci_winter,min_ndci_fall,min_ndci_spring,min_ndci_summer,min_ndci_winter,max_ndci_fall,max_ndci_spring,max_ndci_summer,max_ndci_winter,mean_total_visits,min_Ca,max_Ca,avg_Ca,min_pH,max_pH,avg_pH,infest_status
177,Arkabutla Lake,Arkabutla Dam,Vicksburg District,MVK,Mississippi Valley Division,MVD,No,30.42717823,40.06692168,None,0,5.10968169,0,4.877441951,4.20959827,3.222270516,1.74237634,0.278148817,21.62350429,0.950211454,0.702147344,14.01861887,32.52073959,10.74526087,3.550796518,0,3.856849993,2.940012571,1.9095106,0.772383669,0.172339172,23.88759977,0.83889775,0.593103469,10.95497062,39.24275391,11.28078195,66.54385965,0.195408527,41.22458151,0,0,0,0,0,58.77541849,45.0-119.0,45,119,40.06692168,377.9595947,435.2765808,306.6126938,300.0009003,5.962399801,16.50640011,26.61343257,17.10809962,-0.22209999,5.599400043,20.34249878,4.855000019,12.28539944,27.17819977,32.60099792,29.72329903,1.699466606,10.39789995,20.94586627,11.39923318,0.484000534,1.024999857,1.327399135,0.706101,7.182999611,19.09790039,24.73390007,22.84479904,0.084355414,0.033063803,0.129678532,0.028556903,0.02169413,-0.078516836,0.097668679,0.005231261,0.193988827,0.10877657,0.179931127,0.048958346,504342.1818,17.07372856,20.23486328,18.76194185,6.588224411,6.885361671,6.72480054,0
48,Arkansas River Pool  3,Joe Hardin Lock & Dam,Little Rock District,SWL,Southwestern Division,SWD,No,25.87561088,15.36909271,Lock and Dam,2,2.841198215,0,2.240987995,2.156869539,0.989137945,0.331225904,0.10944757,18.22106664,1.934711837,1.894789714,1.284045718,48.95810466,19.03841426,3.194633385,0,2.596055282,2.577632256,1.198529237,0.454017674,0.239295789,23.39678039,2.266195035,2.039293524,3.008985685,35.19640285,23.83217889,55.83333333,0.04860522,100,0,0,0,0,0,0,45.0-119.0,45,119,15.36909271,369.5367966,411.2556915,261.9255905,307.3368988,6.806233088,17.06289895,27.01529948,17.62966569,0.666000009,6.443599701,20.90199852,5.694299698,13.19239998,27.36569977,32.96889877,29.83189964,2.356599927,11.10463317,21.26796659,11.96409957,0.528399944,1.029500008,1.67909956,0.700899899,7.803599834,18.71389961,25.12399864,22.82289886,0.088552891,0.018006128,0.052031252,0.042899367,0.003112759,-0.033490625,-0.046317872,-0.049366493,0.418130928,0.132807376,0.171299375,0.292464258,22044.54545,22.42024422,25.65960884,24.28294721,7.152515411,7.24937582,7.187591008,1
58,Arkansas River Pool  4,Emmett Sanders Lock & Dam,Little Rock District,SWL,Southwestern Division,SWD,No,0.169103496,23.84812225,Lock and Dam,2,2.66797258,0,2.936952551,2.927147533,1.33738307,0.586143245,0.250282858,25.16866231,2.516605396,2.547229774,2.71454345,37.10649067,19.24058656,2.559301599,0,3.009430919,2.81306705,1.306807923,0.491654705,0.197264341,31.28658551,2.745531572,2.641330405,5.426250526,27.2447837,20.27799175,60.90909091,0.058075689,100,0,0,0,0,0,0,45.0-119.0,45,119,23.84812225,364.7526855,407.4626999,269.1036987,317.3377914,6.671333154,16.90166664,26.99123255,17.49963252,0.390100002,6.174200058,20.78680038,5.444999695,13.11859989,27.26420021,32.95610046,29.72999954,2.098999898,10.93323326,21.14266586,11.85239967,0.524900317,1.016798854,1.773002386,0.666699946,7.814399719,18.36579895,25.3064003,22.41379929,0.096498158,0.010700203,0.049695142,0.05865526,0.016559403,-0.052596305,0.015850644,-0.078784953,0.318701306,0.081391697,0.100716192,0.341782723,20453.90909,16.45135307,30.21187782,23.58537554,6.942503452,7.152515411,7.042056863,0
57,Arkansas River Pool  5,Lock & Dam #5,Little Rock District,SWL,Southwestern Division,SWD,No,0.803766137,24.17030291,Lock and Dam,2,3.064745035,0,4.442304429,4.900612818,2.782265284,1.205437319,0.311712647,29.04027053,2.193469548,2.377795308,6.30390835,29.33644591,14.04103282,2.508265325,0,3.467961927,2.916728225,1.437350007,0.545239265,0.224084488,33.76592714,2.543765397,2.635155816,9.779146005,24.47265568,15.70372072,66.44444444,0.117081978,100,0,0,0,0,0,0,45.0-119.0,45,119,24.17030291,348.063797,404.3696899,263.9947968,315.0196915,6.294699828,16.65059948,26.85413297,17.19913324,-0.1021,5.696499825,20.57419968,5.076999664,12.90409946,27.07789993,32.91439819,29.4829998,1.518266688,10.60656659,21.00009918,11.5533665,0.529600203,0.995199978,1.805799603,0.682100475,7.915299892,18.11999893,25.46519852,22.09790039,0.10212349,0.005752158,0.040134534,0.030431909,0.039486705,-0.039235861,0.002916806,-0.043481965,0.25589853,0.043627327,0.076087666,0.191341681,92310.90909,22.68671608,30.08481979,26.87375944,6.982968807,7.145112038,7.057251168,1
56,Arkansas River Pool  6,David D. Terry Lock & Dam,Little Rock District,SWL,Southwestern Division,SWD,No,0.10546352,17.23867117,Lock and Dam,2,3.689484387,0,4.991189646,4.857403478,2.94439322,1.237383326,0.386609841,33.66759939,2.218921722,2.435206689,11.45570425,22.56895833,9.54714572,2.722810708,0,3.814280528,2.932759555,1.542481993,0.610861125,0.251429954,36.1226155,2.478098446,2.540360246,12.84106288,21.52986981,12.61336926,72.11538462,0.341806437,98.60877908,0,0,1.391220916,0,0,0,21.0-119.0,21,119,17.23867117,334.3227997,401.8117905,264.0115967,314.6567001,5.979133129,16.41243267,26.89906565,17.04903253,-0.663500011,5.27670002,20.30480003,4.599400043,12.87199974,26.9776001,33.27280045,29.63939857,0.902666658,10.29943307,20.8933328,11.33263302,0.577800035,1.062399864,1.969601512,0.713399708,8.343799591,18.08810043,27.47799873,23.02050018,0.11294501,0.004076321,0.045391665,0.02171917,0.0381773,-0.03789324,0.004488685,-0.060198289,0.250792292,0.045556536,0.077821616,0.227011945,90583.54545,13.31883717,27.91246414,17.14665226,6.798906803,7.108498573,6.90715481,1
55,Arkansas River Pool  7,Murray Lock & Dam,Little Rock District,SWL,Southwestern Division,SWD,No,0.056553947,29.95247387,Lock and Dam,2,3.117115964,0,4.938319946,4.306212277,2.593903824,1.113085917,0.390419443,43.33691897,2.709856022,2.921503004,19.57450733,8.292232221,6.705925086,3.015698061,0,4.084663658,2.832396875,1.450149848,0.586326504,0.268061901,46.74279189,2.652932496,2.711350245,15.19155584,12.77778552,7.686287163,77.95121951,0.589788267,99.98553241,0,0,0.014467593,0,0,0,4.6-45.0,4.76,450,29.95247387,301.5597916,380.2516937,256.5665894,310.4356918,5.551033179,16.07473246,26.78259913,16.72313277,-1.525999904,4.559799671,19.76439857,3.812899828,12.88809967,26.92179871,33.59320068,29.83609962,0.227733354,9.84443299,20.67066638,10.88979975,0.470199347,0.909099758,1.355498433,0.565700173,8.715899467,18.38119888,28.94069862,23.86559868,0.111698455,0.002757312,0.045445932,0.016114813,0.047902443,-0.046804452,0.006662697,-0.064257774,0.262582089,0.041355138,0.083987877,0.223234224,672107.0909,5.534666061,23.0891819,8.874846971,6.308751583,6.827894688,6.449412722,1
61,Arkansas River Pool  8,Toad Suck Ferry Lock & Dam,Little Rock District,SWL,Southwestern Division,SWD,No,16.55506977,14.53751517,Lock and Dam,2,2.771490745,0,4.308845794,3.020286427,1.670520397,0.582735101,0.27813949,49.05704753,2.731751266,2.930067733,24.95555728,3.836322007,3.857236229,3.193494248,0,4.23781177,2.630158684,1.380234311,0.567401823,0.289871415,54.33598732,2.513593797,2.565430399,17.98399673,5.699458794,4.602560708,81.68181818,0.810547741,100,0,0,0,0,0,0,4.6-11.0,24,650,14.53751517,307.575798,401.616684,276.999794,310.8546982,5.224366506,15.77883307,26.5955658,16.50039927,-1.973699927,3.990700006,19.36400032,3.463500023,12.69789982,26.79789925,33.61999893,29.7804985,-0.106033355,9.548899968,20.53100014,10.72713312,0.407299906,0.814499795,1.124800086,0.416601539,8.699500084,18.30069923,29.48209953,23.93610001,0.109125466,-0.012374185,0.049072679,-0.002427129,0.011658336,-0.053939232,0.012571149,-0.094472051,0.26283113,0.042937516,0.105857056,0.231888849,171853.0909,23.0891819,27.41680527,25.2078307,6.785571098,6.959589958,6.861797484,1
60,Arkansas River Pool  9,Arthur V. Ormond Lock & Dam,Little Rock District,SWL,Southwestern Division,SWD,No,0.024199189,21.48482343,Lock and Dam,2,3.621383576,0,3.671203258,1.961795924,0.898165874,0.307780351,0.244152529,55.15117365,2.699719454,2.821381793,21.66144713,3.235710884,3.726085571,2.836362109,0,4.110469455,2.347008739,1.186394481,0.476413167,0.271206604,60.89477208,2.384516959,2.296810773,18.73471804,1.75098803,2.710339566,87.96153846,0.383415042,99.80119284,0,0,0.198807157,0,0,0,4.6-21.0,14,690,21.48482343,296.0076904,389.1077957,275.9285965,312.0428009,5.285133203,15.77186616,26.46699905,16.47623285,-1.780200005,4.116699696,19.35569954,3.573400021,12.70829964,26.69669914,33.37669754,29.64159966,0.178900003,9.667266528,20.4510994,10.78480005,0.371199876,0.782899022,1.21340096,0.40599969,8.46570015,17.9890995,28.8810997,23.6012001,0.114939917,-0.023138485,0.036550246,0.009108043,-0.01345845,-0.058883504,-0.034738487,-0.103000824,0.279089179,0.024512408,0.12829236,0.263583337,89566,9.922764778,27.41680527,16.34767122,6.836499691,6.985025883,6.938207932,1
51,Arkansas River Pool 13,James W. Trimble Lock & Dam,Little Rock District,SWL,Southwestern Division,SWD,No,19.82876622,22.14231559,Lock and Dam,2,3.339571654,0,3.408924985,2.601677724,1.141882883,0.38897013,0.276450728,45.31375018,1.713398403,3.092393134,33.40258229,3.190508382,2.129889511,2.314924929,0,3.266953878,1.642158323,0.732999661,0.221292309,0.23136116,56.71329536,1.761660618,2.652941067,27.57550853,1.483174974,1.403729196,121.1176471,0.281348198,93.18640161,0,0,0,0,0,6.813598387,45.0-119.0,45,119,22.14231559,244.0516891,375.0137024,295.6106949,316.3987961,5.424099922,15.99719938,26.99063238,16.99379985,-1.904199958,4.474400043,19.8599987,3.940799952,12.9102993,26.66839981,33.96669769,29.91669846,-0.051800013,9.722333113,20.45783234,10.9240667,0.54610002,1.108500123,2.020202637,0.733099699,9.011199951,17.7507,30.54329872,23.96139908,0.130555593,0.004576213,0.057906201,-0.010058807,0.036127699,-0.046910196,0.025454849,-0.101576649,0.212438265,0.057917269,0.234187201,0.074542828,348778.9091,18.90974617,34.24425507,30.53123979,7.166600227,7.363322258,7.316390346,1
121,Atwood Lake,Atwood Dam,Huntington District,LRH,Great Lakes and Ohio River Division,LRD,No,31.92300615,6.134206888,None,0,1.070495838,0,6.720151581,4.185322228,2.250237072,0.995050793,0.296055929,47.53424027,0.807907101,0.681761531,25.55863709,8.525850453,1.374290109,1.416277444,0,7.501396637,5.304601081,2.707636497,1.108362953,0.283866403,46.42868914,0.706247506,0.709183491,22.54490933,9.422426329,1.866403197,288.2222222,0.366364214,0,0,0,100,0,0,0,119.0-225.0,119,225,6.134206888,216.7697945,288.7666931,320.5387955,242.5237961,-0.990466674,9.937966506,21.76920001,11.85746654,-6.7791996,-1.918199897,14.46490002,0.372999996,4.725599766,22.32969856,28.79430008,24.7071991,-4.831233263,3.549200058,16.28246625,6.841099759,0.433399886,0.721799672,0.76619935,0.633299828,3.961599827,15.08679962,19.62069893,16.05349922,0.060138207,0.025818765,0.042640144,0.038315064,-0.007563476,-0.035824968,-0.032349519,-0.026820321,0.144112436,0.103523493,0.125515768,0.107355574,67091.72727,36.60009766,60.55041122,53.08853551,7.591750145,7.761598587,7.681729012,0
224,Aylesworth Creek Lake,Aylesworth Creek Dam,Baltimore District,NAB,North Atlantic Division,NAD,No,44.28134247,0.029968691,None,0,2.227771012,0,6.487229224,2.627273309,2.159806548,0.89602633,0.389089522,63.07658104,0.664500387,0.646858473,13.94163288,0.466516948,6.416714333,1.845305319,0,6.380091921,2.174258672,1.397436774,0.565202675,0.37736119,69.06604099,0.532640776,0.568033569,11.21130089,1.184934276,4.697392946,355.5,2.3385945,0,0,100,0,0,0,0,45.0-119.0,45,119,0.029968691,232.219696,276.2955933,325.2106934,298.4648972,-2.918066621,7.655533314,19.96413294,10.06843281,-9.002399445,-4.154599667,12.53969955,-0.891900003,3.071099997,20.24629974,27.2186985,22.40129852,-7.391666571,0.655333336,14.39343294,5.237366557,0.397799581,0.683899879,0.786497951,0.488699704,3.654999971,14.21249962,19.292099,13.53199959,0.006821568,-0.050758133,NA,-0.060348154,-0.075923729,-0.173824696,NA,-0.109971494,0.260192212,0.018443486,NA,-0.021374069,34000.90909,15.23013401,15.23013401,15.23013401,7.332320213,7.332320213,7.332320213,0
